"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,95.6,,
"LUX","Luxembourg","RECOV_SHARE","% Recovery","2020","2020",,,"0","Units",,,96.086,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1990","1990",,,"0","Units",,,22.68,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1991","1991",,,"0","Units",,,17.279,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1992","1992",,,"0","Units",,,15.866,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1993","1993",,,"0","Units",,,15.7,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1994","1994",,,"0","Units",,,14.178,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1995","1995",,,"0","Units",,,12.736,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1996","1996",,,"0","Units",,,11.462,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1997","1997",,,"0","Units",,,11.101,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1998","1998",,,"0","Units",,,10.758,,
"CHE","Switzerland","DISP_SHARE","% Disposal","1999","1999",,,"0","Units",,,10.318,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2000","2000",,,"0","Units",,,8.265,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2001","2001",,,"0","Units",,,4.234,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2002","2002",,,"0","Units",,,1.621,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2003","2003",,,"0","Units",,,1.424,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2008","2008",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2009","2009",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2010","2010",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2011","2011",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2012","2012",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2013","2013",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2014","2014",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2015","2015",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2016","2016",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2017","2017",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2018","2018",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2019","2019",,,"0","Units",,,0,,
"CHE","Switzerland","DISP_SHARE","% Disposal","2020","2020",,,"0","Units",,,0,,
"ISR","Israel","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,12,,
"ISR","Israel","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,11,,
"ISR","Israel","RECOV_SHARE","% Recovery","2006","2006",,,"0","Units",,,12,,
"ISR","Israel","RECOV_SHARE","% Recovery","2007","2007",,,"0","Units",,,12,,
"ISR","Israel","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,13,,
"ISR","Israel","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,13,,
"ISR","Israel","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,11,,
"ISR","Israel","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,13,,
"ISR","Israel","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,17.689,,
"ISR","Israel","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,18.089,,
"ISR","Israel","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,18.187,,
"ISR","Israel","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,19.063,,
"ISR","Israel","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,20.386,,
"ISR","Israel","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,22.404,,
"ISR","Israel","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,23.81,,
"ISR","Israel","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,23.55,,
"ISR","Israel","RECOV_SHARE","% Recovery","2020","2020",,,"0","Units",,,22.274,,
"IRL","Ireland","DISP_SHARE","% Disposal","1995","1995",,,"0","Units",,,92,,
"IRL","Ireland","DISP_SHARE","% Disposal","1996","1996",,,"0","Units",,,92.112,,
"IRL","Ireland","DISP_SHARE","% Disposal","1997","1997",,,"0","Units",,,91.448,,
"IRL","Ireland","DISP_SHARE","% Disposal","1998","1998",,,"0","Units",,,91.365,,
"IRL","Ireland","DISP_SHARE","% Disposal","1999","1999",,,"0","Units",,,90.398,,
"IRL","Ireland","DISP_SHARE","% Disposal","2000","2000",,,"0","Units",,,88.536,,
"IRL","Ireland","DISP_SHARE","% Disposal","2001","2001",,,"0","Units",,,87.127,,
"IRL","Ireland","DISP_SHARE","% Disposal","2002","2002",,,"0","Units",,,79.83,,
"IRL","Ireland","DISP_SHARE","% Disposal","2003","2003",,,"0","Units",,,73.4,,
"IRL","Ireland","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,67.271,,
"IRL","Ireland","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,65.959,,
"IRL","Ireland","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,63.903,,
"IRL","Ireland","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,63.465,,
"IRL","Ireland","DISP_SHARE","% Disposal","2014","2014",,,"0","Units",,,20.838,,
"IRL","Ireland","DISP_SHARE","% Disposal","2015","2015",,,"0","Units",,,20.838,,
"IRL","Ireland","DISP_SHARE","% Disposal","2016","2016",,,"0","Units",,,26.152,,
"IRL","Ireland","DISP_SHARE","% Disposal","2017","2017",,,"0","Units",,,22.87,,
"IRL","Ireland","DISP_SHARE","% Disposal","2018","2018",,,"0","Units",,,14.591,,
"IRL","Ireland","DISP_SHARE","% Disposal","2019","2019",,,"0","Units",,,15.537,,
"ISL","Iceland","RECOV_SHARE","% Recovery","1995","1995",,,"0","Units",,,9.167,,
"ISL","Iceland","RECOV_SHARE","% Recovery","1996","1996",,,"0","Units",,,10.924,,
"ISL","Iceland","RECOV_SHARE","% Recovery","1997","1997",,,"0","Units",,,10.169,,
"ISL","Iceland","RECOV_SHARE","% Recovery","1998","1998",,,"0","Units",,,13.934,,
"ISL","Iceland","RECOV_SHARE","% Recovery","1999","1999",,,"0","Units",,,15.748,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2000","2000",,,"0","Units",,,19.259,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2001","2001",,,"0","Units",,,20.455,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2002","2002",,,"0","Units",,,21.481,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2003","2003",,,"0","Units",,,24.113,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,25,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,9.091,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2006","2006",,,"0","Units",,,8.462,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2007","2007",,,"0","Units",,,11.194,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,25.481,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,27.273,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,27.273,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,30.38,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,32.121,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,33.133,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,29.714,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,38.643,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,39.252,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,33.015,,
"ISL","Iceland","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,36.081,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","1995","1995",,,"0","Units",,,13.006,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","1996","1996",,,"0","Units",,,11.926,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","1997","1997",,,"0","Units",,,13.08,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","1998","1998",,,"0","Units",,,15.865,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","1999","1999",,,"0","Units",,,17.577,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2000","2000",,,"0","Units",,,18.484,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2001","2001",,,"0","Units",,,19.827,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2002","2002",,,"0","Units",,,22.28,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2003","2003",,,"0","Units",,,25.724,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,30.668,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,35.14,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2006","2006",,,"0","Units",,,39.661,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2007","2007",,,"0","Units",,,43.132,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,47.021,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,49.825,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,53.118,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,58.232,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,61.078,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,63.943,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,69.733,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,74.006,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,77.616,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,80.356,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,82.15,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,84.015,,
"GBR","United Kingdom","RECOV_SHARE","% Recovery","2020","2020",,,"0","Units",,,85.332,,
"NOR","Norway","RECOV_SHARE","% Recovery","1992","1992",,,"0","Units",,,21.575,,
"NOR","Norway","RECOV_SHARE","% Recovery","1993","1993",,,"0","Units",,,24.342,,
"NOR","Norway","RECOV_SHARE","% Recovery","1994","1994",,,"0","Units",,,24.541,,
"NOR","Norway","RECOV_SHARE","% Recovery","1995","1995",,,"0","Units",,,25.222,,
"NOR","Norway","RECOV_SHARE","% Recovery","1996","1996",,,"0","Units",,,32.679,,
"NOR","Norway","RECOV_SHARE","% Recovery","1997","1997",,,"0","Units",,,38.154,,
"NOR","Norway","RECOV_SHARE","% Recovery","1998","1998",,,"0","Units",,,35.492,,
"NOR","Norway","RECOV_SHARE","% Recovery","1999","1999",,,"0","Units",,,44.943,,
"NOR","Norway","RECOV_SHARE","% Recovery","2000","2000",,,"0","Units",,,45.299,,
"NOR","Norway","RECOV_SHARE","% Recovery","2001","2001",,,"0","Units",,,74.432,,
"NOR","Norway","RECOV_SHARE","% Recovery","2002","2002",,,"0","Units",,,76.099,,
"NOR","Norway","RECOV_SHARE","% Recovery","2003","2003",,,"0","Units",,,78.554,,
"NOR","Norway","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,77.351,,
"NOR","Norway","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,80.102,,
"NOR","Norway","RECOV_SHARE","% Recovery","2006","2006",,,"0","Units",,,79.78,,
"NOR","Norway","RECOV_SHARE","% Recovery","2007","2007",,,"0","Units",,,81.103,,
"NOR","Norway","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,81.947,,
"NOR","Norway","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,85.557,,
"NOR","Norway","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,93.943,,
"NOR","Norway","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,97.635,,
"NOR","Norway","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,98.119,,
"NOR","Norway","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,97.89,,
"NOR","Norway","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,97.178,,
"NOR","Norway","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,96.564,,
"NOR","Norway","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,95.766,,
"NOR","Norway","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,96.511,,
"NOR","Norway","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,96.844,,
"NOR","Norway","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,96.291,,
"NOR","Norway","RECOV_SHARE","% Recovery","2020","2020",,,"0","Units",,,97.705,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","1995","1995",,,"0","Units",,,100,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","1996","1996",,,"0","Units",,,100,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","1997","1997",,,"0","Units",,,100,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","1998","1998",,,"0","Units",,,93.56,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","1999","1999",,,"0","Units",,,89.548,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2000","2000",,,"0","Units",,,89.323,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2001","2001",,,"0","Units",,,85.321,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2002","2002",,,"0","Units",,,83.234,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2003","2003",,,"0","Units",,,82.869,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,76.711,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,77.515,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,76.898,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,75.325,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2008","2008",,,"0","Units",,,74.697,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2009","2009",,,"0","Units",,,73.105,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2010","2010",,,"0","Units",,,67.912,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2011","2011",,,"0","Units",,,64.837,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2012","2012",,,"0","Units",,,56.632,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2013","2013",,,"0","Units",,,56.309,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2014","2014",,,"0","Units",,,56.155,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2015","2015",,,"0","Units",,,52.72,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2016","2016",,,"0","Units",,,50.096,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2017","2017",,,"0","Units",,,47.655,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2018","2018",,,"0","Units",,,48.416,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2019","2019",,,"0","Units",,,48.024,,
"CZE","Czech Republic","DISP_SHARE","% Disposal","2020","2020",,,"0","Units",,,49.486,,
"FIN","Finland","RECOV_SHARE","% Recovery","1994","1994",,,"0","Units",,,35.345,,
"FIN","Finland","RECOV_SHARE","% Recovery","1995","1995",,,"0","Units",,,34.158,,
"FIN","Finland","RECOV_SHARE","% Recovery","1996","1996",,,"0","Units",,,33.437,,
"FIN","Finland","RECOV_SHARE","% Recovery","1997","1997",,,"0","Units",,,38.026,,
"FIN","Finland","RECOV_SHARE","% Recovery","1998","1998",,,"0","Units",,,38.546,,
"FIN","Finland","RECOV_SHARE","% Recovery","1999","1999",,,"0","Units",,,41.746,,
"FIN","Finland","RECOV_SHARE","% Recovery","2000","2000",,,"0","Units",,,41.993,,
"FIN","Finland","RECOV_SHARE","% Recovery","2001","2001",,,"0","Units",,,41.008,,
"FIN","Finland","RECOV_SHARE","% Recovery","2002","2002",,,"0","Units",,,38.582,,
"FIN","Finland","RECOV_SHARE","% Recovery","2003","2003",,,"0","Units",,,40.442,,
"FIN","Finland","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,41.777,,
"FIN","Finland","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,39.98,,
"FIN","Finland","RECOV_SHARE","% Recovery","2006","2006",,,"0","Units",,,40.086,,
"FIN","Finland","RECOV_SHARE","% Recovery","2007","2007",,,"0","Units",,,44.457,,
"FIN","Finland","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,45.738,,
"FIN","Finland","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,49.5,,
"FIN","Finland","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,50.337,,
"FIN","Finland","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,59.787,,
"FIN","Finland","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,67.093,,
"FIN","Finland","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,74.925,,
"FIN","Finland","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,82.595,,
"FIN","Finland","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,88.505,,
"FIN","Finland","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,96.765,,
"FIN","Finland","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,99.079,,
"FIN","Finland","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,99.246,,
"FIN","Finland","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,99.027,,
"FIN","Finland","RECOV_SHARE","% Recovery","2020","2020",,,"0","Units",,,99.377,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","1995","1995",,,"0","Units",,,27.141,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","1996","1996",,,"0","Units",,,27.726,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","1997","1997",,,"0","Units",,,23.808,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","1998","1998",,,"0","Units",,,23.209,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","1999","1999",,,"0","Units",,,21.577,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2000","2000",,,"0","Units",,,21.03,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2001","2001",,,"0","Units",,,20.238,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2002","2002",,,"0","Units",,,19.716,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2003","2003",,,"0","Units",,,18.608,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,16.717,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,18.688,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,17.384,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,16.666,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2008","2008",,,"0","Units",,,15.493,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2009","2009",,,"0","Units",,,15.065,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2010","2010",,,"0","Units",,,15.84,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2011","2011",,,"0","Units",,,14.606,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2012","2012",,,"0","Units",,,14.308,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2013","2013",,,"0","Units",,,14.227,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2014","2014",,,"0","Units",,,14.301,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2015","2015",,,"0","Units",,,7.38,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2016","2016",,,"0","Units",,,4.273,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2017","2017",,,"0","Units",,,4.481,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2018","2018",,,"0","Units",,,4.401,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2019","2019",,,"0","Units",,,4.4,,
"LUX","Luxembourg","DISP_SHARE","% Disposal","2020","2020",,,"0","Units",,,3.916,,
"ISR","Israel","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,88,,
"ISR","Israel","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,89,,
"ISR","Israel","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,88,,
"ISR","Israel","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,88,,
"ISR","Israel","DISP_SHARE","% Disposal","2008","2008",,,"0","Units",,,87,,
"ISR","Israel","DISP_SHARE","% Disposal","2009","2009",,,"0","Units",,,87,,
"ISR","Israel","DISP_SHARE","% Disposal","2010","2010",,,"0","Units",,,89,,
"ISR","Israel","DISP_SHARE","% Disposal","2011","2011",,,"0","Units",,,87,,
"ISR","Israel","DISP_SHARE","% Disposal","2012","2012",,,"0","Units",,,82.311,,
"ISR","Israel","DISP_SHARE","% Disposal","2013","2013",,,"0","Units",,,81.911,,
"ISR","Israel","DISP_SHARE","% Disposal","2014","2014",,,"0","Units",,,81.813,,
"ISR","Israel","DISP_SHARE","% Disposal","2015","2015",,,"0","Units",,,80.937,,
"ISR","Israel","DISP_SHARE","% Disposal","2016","2016",,,"0","Units",,,79.614,,
"ISR","Israel","DISP_SHARE","% Disposal","2017","2017",,,"0","Units",,,77.596,,
"ISR","Israel","DISP_SHARE","% Disposal","2018","2018",,,"0","Units",,,76.19,,
"ISR","Israel","DISP_SHARE","% Disposal","2019","2019",,,"0","Units",,,76.45,,
"ISR","Israel","DISP_SHARE","% Disposal","2020","2020",,,"0","Units",,,77.726,,
"KOR","Korea","RECOV_SHARE","% Recovery","1990","1990",,,"0","Units",,,4.645,,
"KOR","Korea","RECOV_SHARE","% Recovery","1991","1991",,,"0","Units",,,7.356,,
"KOR","Korea","RECOV_SHARE","% Recovery","1992","1992",,,"0","Units",,,7.873,,
"KOR","Korea","RECOV_SHARE","% Recovery","1993","1993",,,"0","Units",,,11.492,,
"KOR","Korea","RECOV_SHARE","% Recovery","1994","1994",,,"0","Units",,,15.36,,
"KOR","Korea","RECOV_SHARE","% Recovery","1995","1995",,,"0","Units",,,25.297,,
"KOR","Korea","RECOV_SHARE","% Recovery","1996","1996",,,"0","Units",,,26.207,,
"KOR","Korea","RECOV_SHARE","% Recovery","1997","1997",,,"0","Units",,,29.036,,
"KOR","Korea","RECOV_SHARE","% Recovery","1998","1998",,,"0","Units",,,34.917,,
"KOR","Korea","RECOV_SHARE","% Recovery","1999","1999",,,"0","Units",,,38.133,,
"KOR","Korea","RECOV_SHARE","% Recovery","2000","2000",,,"0","Units",,,47.888,,
"KOR","Korea","RECOV_SHARE","% Recovery","2001","2001",,,"0","Units",,,43.139,,
"KOR","Korea","RECOV_SHARE","% Recovery","2002","2002",,,"0","Units",,,55.584,,
"KOR","Korea","RECOV_SHARE","% Recovery","2003","2003",,,"0","Units",,,57.369,,
"KOR","Korea","RECOV_SHARE","% Recovery","2004","2004",,,"0","Units",,,62.266,,
"KOR","Korea","RECOV_SHARE","% Recovery","2005","2005",,,"0","Units",,,70.605,,
"KOR","Korea","RECOV_SHARE","% Recovery","2008","2008",,,"0","Units",,,78.412,,
"KOR","Korea","RECOV_SHARE","% Recovery","2009","2009",,,"0","Units",,,79.657,,
"KOR","Korea","RECOV_SHARE","% Recovery","2010","2010",,,"0","Units",,,81.675,,
"KOR","Korea","RECOV_SHARE","% Recovery","2011","2011",,,"0","Units",,,81.328,,
"KOR","Korea","RECOV_SHARE","% Recovery","2012","2012",,,"0","Units",,,83.351,,
"KOR","Korea","RECOV_SHARE","% Recovery","2013","2013",,,"0","Units",,,82.683,,
"KOR","Korea","RECOV_SHARE","% Recovery","2014","2014",,,"0","Units",,,83.133,,
"KOR","Korea","RECOV_SHARE","% Recovery","2015","2015",,,"0","Units",,,83.737,,
"KOR","Korea","RECOV_SHARE","% Recovery","2016","2016",,,"0","Units",,,83.681,,
"KOR","Korea","RECOV_SHARE","% Recovery","2017","2017",,,"0","Units",,,84.958,,
"KOR","Korea","RECOV_SHARE","% Recovery","2018","2018",,,"0","Units",,,84.32,,
"KOR","Korea","RECOV_SHARE","% Recovery","2019","2019",,,"0","Units",,,81.459,,
"BEL","Belgium","DISP_SHARE","% Disposal","1990","1990",,,"0","Units",,,66.751,,
"BEL","Belgium","DISP_SHARE","% Disposal","1991","1991",,,"0","Units",,,70.246,,
"BEL","Belgium","DISP_SHARE","% Disposal","1992","1992",,,"0","Units",,,69.42,,
"BEL","Belgium","DISP_SHARE","% Disposal","1993","1993",,,"0","Units",,,69.513,,
"BEL","Belgium","DISP_SHARE","% Disposal","1994","1994",,,"0","Units",,,67.761,,
"BEL","Belgium","DISP_SHARE","% Disposal","1995","1995",,,"0","Units",,,64.984,,
"BEL","Belgium","DISP_SHARE","% Disposal","1996","1996",,,"0","Units",,,57.886,,
"BEL","Belgium","DISP_SHARE","% Disposal","1997","1997",,,"0","Units",,,44.732,,
"BEL","Belgium","DISP_SHARE","% Disposal","1998","1998",,,"0","Units",,,38.094,,
"BEL","Belgium","DISP_SHARE","% Disposal","1999","1999",,,"0","Units",,,23.16,,
"BEL","Belgium","DISP_SHARE","% Disposal","2000","2000",,,"0","Units",,,21.839,,
"BEL","Belgium","DISP_SHARE","% Disposal","2001","2001",,,"0","Units",,,19.53,,
"BEL","Belgium","DISP_SHARE","% Disposal","2002","2002",,,"0","Units",,,15.7,,
"BEL","Belgium","DISP_SHARE","% Disposal","2003","2003",,,"0","Units",,,14.417,,
"BEL","Belgium","DISP_SHARE","% Disposal","2004","2004",,,"0","Units",,,13.939,,
"BEL","Belgium","DISP_SHARE","% Disposal","2005","2005",,,"0","Units",,,13.235,,
"BEL","Belgium","DISP_SHARE","% Disposal","2006","2006",,,"0","Units",,,9.993,,
"BEL","Belgium","DISP_SHARE","% Disposal","2007","2007",,,"0","Units",,,10.046,,
"BEL","Belgium","DISP_SHARE","% Disposal","2008","2008",,,"0","Units",,,6.199,,
"BEL","Belgium","DISP_SHARE","% Disposal","2009","2009",,,"0","Units",,,5.285,,
"BEL","Belgium","DISP_SHARE","% Disposal","2010","2010",,,"0","Units",,,3.559,,
